Country,Currency,Currency Code,Date,Inflation Rate
Ukraine,Ukrainian Hryvnia,UAH,2014-05,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-05,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-06,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-06,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-07,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-07,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-08,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-08,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-09,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-09,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-10,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-10,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-11,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-11,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-12,24.87
Ukraine,Ukrainian Hryvnia,UAH,2014-12,24.87
Ukraine,Ukrainian Hryvnia,UAH,2015-01,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-01,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-02,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-02,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-03,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-03,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-04,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-04,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-05,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-05,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-06,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-06,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-07,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-07,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-08,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-08,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-09,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-09,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-10,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-10,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-11,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-11,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-12,43.31
Ukraine,Ukrainian Hryvnia,UAH,2015-12,43.31
Ukraine,Ukrainian Hryvnia,UAH,2016-01,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-01,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-02,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-02,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-03,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-03,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-04,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-04,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-05,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-05,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-06,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-06,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-07,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-07,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-08,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-08,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-09,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-09,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-10,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-10,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-11,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-11,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-12,12.36
Ukraine,Ukrainian Hryvnia,UAH,2016-12,12.36
Ukraine,Ukrainian Hryvnia,UAH,2017-01,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-01,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-02,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-02,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-03,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-03,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-04,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-04,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-05,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-05,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-06,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-06,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-07,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-07,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-08,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-08,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-09,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-09,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-10,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-10,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-11,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-11,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-12,13.67
Ukraine,Ukrainian Hryvnia,UAH,2017-12,13.67
Ukraine,Ukrainian Hryvnia,UAH,2018-01,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-01,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-02,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-02,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-03,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-03,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-04,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-04,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-05,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-05,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-06,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-06,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-07,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-07,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-08,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-08,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-09,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-09,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-10,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-10,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-11,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-11,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-12,9.78
Ukraine,Ukrainian Hryvnia,UAH,2018-12,9.78
Ukraine,Ukrainian Hryvnia,UAH,2019-01,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-01,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-02,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-02,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-03,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-03,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-04,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-04,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-05,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-05,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-06,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-06,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-07,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-07,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-08,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-08,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-09,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-09,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-10,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-10,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-11,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-11,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-12,4.05
Ukraine,Ukrainian Hryvnia,UAH,2019-12,4.05
